total_lots,lot_type,lots_available,carpark_number,update_datetime,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,latitude,longitude
355,C,243,MNRM,2023-02-27T09:37:54,BLK 108A MCNAIR ROAD,30906.0026,33644.1601,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3205402150734071,103.85943053232883
303,C,190,MN2,2023-02-27T09:37:30,BLKS 119/124 MCNAIR ROAD,30565.2223,33368.7671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3180496887521327,103.85636842037391
459,C,236,C7,2023-02-27T09:37:41,BLK 349-355 CLEMENTI AVE 2,21037.2754,33018.7828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3148838722797977,103.77075500850243
66,C,14,C17,2023-02-27T09:31:01,"BLK 442-444,442A CLEMENTI AVE 3",20273.9935,32905.3373,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.313857729499257,103.76389656958338
550,C,438,C20M,2023-02-27T09:37:59,BLK 462A CLEMENTI AVENUE 3,20469.2131,32645.0967,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,18.0,2.15,N,1.3115042554415306,103.76565077719528
202,C,47,T41,2023-02-27T09:36:48,BLK 821/829 TAMPINES STREET 81,39350.702,36706.421,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3482322058800837,103.93531166289078
86,C,0,T42,2023-02-27T09:36:47,BLK 824/827 TAMPINES STREET 81,39062.7271,36823.2135,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.349288541806568,103.93272407564717
261,C,194,TM42,2023-02-27T09:36:57,BLK 823A TAMPINES STREET 81,39149.9105,36784.3426,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N,1.3489369754158549,103.93350745764565
745,C,468,J48,2023-02-27T09:37:40,BLK 441/455 JURONG WEST AVE 1/ST 42,15219.7479,37142.2128,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3521727670439512,103.71847993384819
57,C,0,BH1,2023-02-27T09:37:22,BLK 1 THOMSON ROAD,29017.3398,34136.332,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3249913646328675,103.8424599258254
47,C,13,BH2,2023-02-27T09:37:40,BLK 2 BALESTIER ROAD,29050.8796,34252.9453,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3260459729073188,103.842761303002
172,C,129,BKE7,2023-02-27T09:35:35,BLK 678 PERUMAL ROAD,30448.766,32767.6002,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,1.9,N,1.3126129574907244,103.85532195310934
152,C,65,BR5,2023-02-27T09:37:47,BLK 74/75 WHAMPOA DRIVE,30768.0099,34127.2333,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,2.9,N,1.3249089706442563,103.85819063929895
406,C,292,BRM3,2023-02-27T09:37:25,BLK 98A WHAMPOA DRIVE,30374.6768,33753.3566,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.0,N,1.3215277953752567,103.85465630079332
176,C,92,BRM4,2023-02-27T09:37:53,BLK 85A WHAMPOA DRIVE,30532.4552,33886.3275,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2.0,2.1,N,1.322730324429887,103.85607403368216
124,C,71,M16,2023-02-27T09:38:07,BLK 37 CIRCUIT ROAD,33937.7242,34516.7499,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3284311670898423,103.88667229933561
36,C,7,M20,2023-02-27T09:38:07,BLK 65 & 80 CIRCUIT RD,34003.7503,34423.7894,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.3275904526526723,103.88726556178919
91,C,61,M35,2023-02-27T09:37:05,BLK 41 TO 42 CIRCUIT ROAD,33853.4512,34389.6627,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0.0,0.0,N,1.3272818522606584,103.8859150359738
17,C,1,M36,2023-02-27T09:36:08,BLK 43 CIRCUIT ROAD,33802.3661,34325.7124,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0.0,0.0,N,1.3267035184005465,103.88545599646352
35,C,19,M37,2023-02-27T09:37:51,BLK 38 TO 40 CIRCUIT ROAD,33818.9546,34433.4006,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0.0,0.0,N,1.327677408792968,103.88560507356979
39,C,15,M38,2023-02-27T09:37:25,BLK 63 TO 64 CIRCUIT ROAD,34027.245,34375.424,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,0.0,N,1.3271530486482286,103.88747666495252
222,C,150,MM3,2023-02-27T09:37:14,BLK 66A CIRCUIT ROAD,34087.5573,34277.3707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N,1.3262662777141818,103.88801858425032
220,C,57,MP12,2023-02-27T09:37:55,BLK 72 TO 76 MARINE DRIVE,36262.5434,31721.8625,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.3031546710952744,103.90756132229356
396,C,235,MP13,2023-02-27T09:37:58,BLK 78 & 79 MARINE DRIVE,36406.0703,31559.5098,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.301686373156581,103.90885093288705
522,C,354,MP1M,2023-02-27T09:37:58,BLK 65A MARINE DRIVE,36524.3349,31701.1168,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5.0,2.0,N,1.3029669835986253,103.90991363196889
257,C,115,PP1,2023-02-27T09:37:53,BLK 101 TO 109 POTONG PASIR AVENUE 1,31994.78,35133.03,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.334004902068074,103.86921395965486
192,C,130,PP2,2023-02-27T09:37:37,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,31643.1687,34986.5402,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3326801447688794,103.86605451410966
345,C,177,PP3,2023-02-27T09:37:19,BLK 134 TO 142 POTONG PASIR AVENUE 3,31619.7981,35088.4721,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3336019833981587,103.86584452814058
166,C,60,PP4,2023-02-27T09:37:22,BLK 121 TO 133 POTONG PASIR AVENUE 1,31650.3687,35213.5248,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3347329118377271,103.86611923734695
346,C,184,PP5,2023-02-27T09:37:46,BLK 113 TO 120 POTONG PASIR AVENUE 1,31328.03,35388.25,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3363131015185308,103.86322285845003
83,C,61,TP10,2023-02-27T09:37:13,BLK 68 LORONG 5 TOA PAYOH,30256.17,35233.77,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,2.15,N,1.3349161381898234,103.85359156385053
53,C,30,TP14,2023-02-27T09:36:25,BLK 63/64 LORONG 5 TOA PAYOH,30124.42,35341.3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3358886108582282,103.85240772188124
668,C,467,TP16,2023-02-27T09:37:40,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,29669.0734,35049.0624,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.333245746223491,103.84831615333499
119,C,45,TP17,2023-02-27T09:37:23,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,29699.9143,35107.3661,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.4,N,1.3337730224911744,103.84859327961253
383,C,267,TP18,2023-02-27T09:37:29,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,29939.32,34976.48,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3325893206738841,103.85074446814292
85,C,20,TP2,2023-02-27T09:38:04,BLK 85/A/B/C LORONG 4 TOA PAYOH,29660.7631,35373.4764,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3361796317904386,103.84824149822951
116,C,87,TPMG,2023-02-27T09:38:06,BLK 128A LORONG 1 TOA PAYOH,29196.869,35602.2984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,2.15,N,1.3382490386578767,103.84407314986876
250,C,109,TP36,2023-02-27T09:36:59,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,30278.0957,35382.7109,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.3362631051523606,103.85378859000134
343,C,215,TPM4,2023-02-27T09:38:08,BLK 81C LORONG 4 TOA PAYOH,29783.6897,35326.4304,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.3357541574703302,103.84934606221009
342,C,254,TPM5,2023-02-27T09:38:08,BLK 84C LORONG 2 TOA PAYOH,29560.4287,35333.5642,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.3358186853562588,103.84733993345499
358,C,231,TPM6,2023-02-27T09:36:59,BLK 35A LORONG 5 TOA PAYOH,30371.0062,35230.8425,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.3348896541471698,103.85462343286822
257,C,109,TP27,2023-02-27T09:38:06,BLK 125/126/131 LORONG 2 TOA PAYOH,29329.7942,35524.3536,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.337544127996719,103.84526755743322
815,C,569,TPMN,2023-02-27T09:37:50,BLK 78B TOA PAYOH CENTRAL,29698.2634,35231.2092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7.0,2.15,N,1.334893015641099,103.84857845222868
808,C,483,TPMP,2023-02-27T09:37:56,BLK 138 LORONG 1A TOA PAYOH,29277.9112,35429.2632,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13.0,2.15,N,1.336684166399769,103.84480135435739
75,C,42,WDB1,2023-02-27T09:37:29,BLK 104 WHAMPOA DRIVE,30217.526,33669.5658,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1.0,2.15,Y,1.3207700328410228,103.8532442121171
823,C,498,Y23,2023-02-27T09:37:25,BLK 775-794 YISHUN RING RD/AVENUE 2,27862.1152,44818.0937,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.4215934162337678,103.83207955944775
181,C,97,Y24,2023-02-27T09:37:25,BLK 795-799 YISHUN RING ROAD,27999.8887,44541.1562,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.4190888938075543,103.83331757837162
45,C,5,Y56,2023-02-27T09:37:46,"BLK 926/932,934/935 YISHUN CENTRAL 1",28383.2891,45244.5078,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,2.5,N,1.4254497490743487,103.83676278174171
406,C,314,BBM1,2023-02-27T09:37:22,BLK 188A BUKIT BATOK WEST AVE 6,18213.6562,36507.8169,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.3464366536863828,103.74538227425053
329,C,215,BBM8,2023-02-27T09:37:46,BLK 622A BUKIT BATOK CENTRAL,18561.8095,36898.4253,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6.0,2.15,N,1.3499692848447977,103.74851052070392
310,C,200,BJ10,2023-02-27T09:36:49,BLK 234-241 BUKIT PANJANG RING ROAD,21026.3461,40101.7077,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.378939286630854,103.77065516676899
100,C,60,BJ11,2023-02-27T09:34:37,BLK 242-245 BUKIT PANJANG RING ROAD,21162.6537,40303.4372,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.380763687110141,103.77187994356355
550,C,361,BJ12,2023-02-27T09:37:58,BLK 246-255 BANGKIT ROAD,21452.9618,40246.9897,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.3802532628105784,103.77448858908443
172,C,114,BJ17,2023-02-27T09:37:22,BLK 401A FAJAR ROAD,20836.1138,40357.2456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,1.9,N,1.3812502325627354,103.76894572813386
324,C,241,BJ18,2023-02-27T09:37:22,BLK 401-408 FAJAR ROAD,20743.2768,40326.2581,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,5.4,N,1.3809699699980742,103.76811152657737
669,C,667,BJ28,2023-02-27T09:30:44,BLK 170A LOMPANG ROAD,20457.7599,40100.1252,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12.0,2.15,N,1.378924834192692,103.76554600407277
1054,C,628,BJ3,2023-02-27T09:37:47,BLK 101/129 GANGSA ROAD/PENDING ROAD,20884.1354,39921.5746,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,5.4,N,1.3773101941380117,103.76937734296435
366,C,293,BJ33,2023-02-27T09:36:49,BLK 234A BUKIT PANJANG RING ROAD,21177.2481,40121.6311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3791195021651246,103.7720111271445
450,C,293,BJ42,2023-02-27T09:37:43,BLK 163A GANGSA ROAD,20317.5802,39878.586,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3769212779575655,103.76428644466158
232,C,230,BJ45,2023-02-27T09:36:37,BLK 180A LOMPANG ROAD,20397.9729,40073.9347,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8.0,2.15,N,1.3786879613964398,103.76500878091232
10,H,0,SK44,2023-02-27T09:34:42,BLK 308 ANCHORVALE ROAD,33905.0798,41268.8098,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.389494370963902,103.88638030369823
93,C,65,U48,2023-02-27T09:37:25,BLK 350 BUKIT BATOK STREET 32,18590.8011,38166.1707,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.3614343194045193,103.7487706304381
101,C,76,U5,2023-02-27T09:38:03,BLK 144/149 BUKIT BATOK WEST AVENUE 6,18135.2799,36917.0123,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0.0,0.0,N,1.3501372412828894,103.74467788179186
493,C,389,JM14,2023-02-27T09:35:18,BLK 635A JURONG WEST STREET 65,13026.1447,36061.7744,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.342400674377113,103.69876959218979
468,C,374,JM12,2023-02-27T09:35:25,BLK 624A JURONG WEST STREET 61,12989.0554,35920.273,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3411209710444365,103.69843639350871
210,C,103,W39,2023-02-27T09:37:23,BLK 830-836 WOODLANDS STREET 83,23315.9648,46842.418,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.439900281792777,103.79122797617211
735,C,502,PL67,2023-02-27T09:36:47,BLK 314 PUNGGOL WAY,35143.9937,43367.4988,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2.0,2.15,N,1.4084738701672708,103.89751341807985
10,H,0,SK40,2023-02-27T09:34:41,BLK 306 ANCHORVALE LINK,34130.2215,41374.1249,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3904467559290814,103.88840339805577
400,C,207,U9,2023-02-27T09:37:40,BLK 169/177 BUKIT BATOK WEST AVENUE 8,17748.6389,36445.3951,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3458719785511333,103.74120383317253
595,C,341,U26,2023-02-27T09:37:55,BLK 354/357-370 BUKIT BATOK ST 31,18742.24,38064.66,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3605163414314771,103.75013144078096
625,C,429,U25,2023-02-27T09:38:09,BLK 337-353/355-356 BUKIT BATOK ST 34,18728.7311,38350.9289,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.363105248330535,103.75000996550129
46,C,25,U24T,2023-02-27T09:36:16,BLK 333/334 BUKIT BATOK WEST AVE 4,18441.4863,38506.9696,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0.0,9.99,N,1.364516331909095,103.74742882883761
364,C,219,U24,2023-02-27T09:36:16,BLK 324/336 BUKIT BATOK STREET 32/33,18465.58,38439.7002,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0.0,4.5,N,1.3639079799053682,103.74764534848676
713,C,486,U23,2023-02-27T09:37:39,BLK 407-426 BUKIT BATOK WEST AVE 2/4,18234.0951,38341.652,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0.0,0.0,N,1.363021192573959,103.7455653333897
495,C,334,U22,2023-02-27T09:37:22,BLK 310/323 BUKIT BATOK STREET 32/33,18339.7245,38092.0958,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3607643325033068,103.74651456484939
313,C,226,U21,2023-02-27T09:37:42,BLK 301/309 BUKIT BATOK STREET 31,18569.9729,37715.1464,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,5.4,N,1.3573554142331263,103.74858361747685
1109,C,613,U2,2023-02-27T09:37:55,BLK 111/132 BUKIT BATOK WEST AVE 6,18316.8368,36887.7302,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3498724840033884,103.74630929254876
361,C,229,J45,2023-02-27T09:38:05,BLK 484-491 JURONG WEST AVENUE 1,16144.0439,36789.7031,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3489851813579015,103.72678544658422
128,C,64,TM25,2023-02-27T09:37:00,BLK 497E TAMPINES STREET 45,41930.7103,37865.65,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2.0,2.0,N,1.3587147470147305,103.95849513834374
124,C,65,TM26,2023-02-27T09:37:13,BLK 497K TAMPINES STREET 45,42056.4696,37988.6087,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2.0,2.0,N,1.3598266797869678,103.95962522398689
239,C,200,TM27,2023-02-27T09:36:52,BLK 497L TAMPINES STREET 45,42085.7621,38079.9813,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4.0,2.0,N,1.3606530051149364,103.95988847902791
269,C,163,J37,2023-02-27T09:38:05,BLK 537/542 JURONG WEST AVENUE 1,14921.6961,37045.2742,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3512959616988443,103.71580179588177
60,C,17,BM1,2023-02-27T09:37:50,BLK 28 JALAN BUKIT MERAH,25357.1463,29858.3486,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.2863026958403272,103.80957147714548
53,C,0,BM2,2023-02-27T09:37:50,BLK 28 HOY FATT ROAD,25399.6152,29918.9512,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,2.1,N,1.2868507679834955,103.80995307226148
460,C,294,BM26,2023-02-27T09:37:48,BLK 1/3/5 JALAN BUKIT MERAH,25118.4593,29967.6925,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.287291542584282,103.80742676873206
220,C,116,BWM,2023-02-27T09:37:49,BLK 2A JLN BUKIT MERAH,25037.7298,29927.4975,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7.0,2.15,N,1.2869280256342526,103.80670138529204
150,C,45,TBMT,2023-02-27T09:28:39,BLK 80 TELOK BLANGAH ST 31,25059.9661,28475.4537,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,5.0,2.15,N,1.273796254050209,103.80690132190573
384,C,173,TPM,2023-02-27T09:37:57,BLK 1/6 TANJONG PAGAR MSCP,28999.272,28661.7751,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,1.8,N,1.2754814002517159,103.84229740226218
338,C,293,U29,2023-02-27T09:37:51,BLK 376 BUKIT BATOK MSCP,18649.5445,37851.9011,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3.0,1.9,N,1.358592198792109,103.74929857711716
20,C,6,U27,2023-02-27T09:37:55,BLK 371-373 BUKIT BATOK ST 31,18846.1378,37962.5676,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3595930873236555,103.75106506231087
312,C,183,U18,2023-02-27T09:38:03,BLK 254/265 BUKIT BATOK EAST AVE 4,19699.5049,37022.2461,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3510894123958326,103.758733386708
143,C,102,U30,2023-02-27T09:37:56,BLK 523-525 BUKIT BATOK STREET 52,19027.5388,37666.3629,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3569143755488289,103.75269515817702
50,H,50,SK48,2023-02-27T09:34:42,BLK 321 ANCHORVALE DRIVE,34475.7019,41347.2977,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3902040655569785,103.89150780180584
298,C,110,TE25,2023-02-27T09:37:39,BLK 17/31/141/150 KAMPONG BAHRU ROAD,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.2773716640930206,103.83078772296444
19,C,0,TE3,2023-02-27T09:37:39,BLK 108/110/112 JALAN BUKIT MERAH,27201.2559,29132.8223,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.2797413916490008,103.82614156083444
30,C,5,TE4,2023-02-27T09:37:54,BLK 132-138 JALAN BUKIT MERAH,27390.6755,28981.1406,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.278369639755713,103.82784357064978
15,C,4,U28,2023-02-27T09:37:54,BLK 374-376 BUKIT BATOK ST 31,18790.052,37772.6738,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.357875739924686,103.75056115304274
59,C,10,A15,2023-02-27T09:37:39,BLK 226E-226H ANG MO KIO ST 22,28790.02,38777.85,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3669676105068438,103.84041745597003
51,C,2,BM28,2023-02-27T09:36:08,"BLK 117, 161 BUKIT MERAH CENTRAL",26052.9053,29603.6488,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,9.99,N,1.2839993312076001,103.81582316671016
46,C,1,BM30,2023-02-27T09:36:16,BLK 164/165 BUKIT MERAH CENTRAL,26154.2109,29519.0586,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,9.99,N,1.2832343332565168,103.81673344232499
284,C,125,BTM,2023-02-27T09:35:56,BLK 2B BOON TIONG ROAD,27996.7913,29911.548,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.2867839238665024,103.8332897478358
